SI.,Product Name,Item Code,UOM,Purchase UOM,Product Category,Origin Rule,Unit Cost,Unnamed: 8
1139,20MM FLANGES,FL-20MM-X1041,MTR,Length (5 MTR),Accessory ,,1.38,
1140,WOODEN HAMMER,HAMMER-WOOD-X1042,NOS,NOS,Tool,,11.12,
1141,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X1043,KG,TON,Raw-Material,UAE,3.26,
1142,GREASE 1 KG,CONS-GREASE-1KG-X1044,KG,KG,Consumable,,15.04,
1143,DRILL BIT 3.5 MM,DRILL-3.5MM-X1045,NOS,NOS,Consumable,,2.52,
1144,DRILL BIT 10 MM,DRILL-10MM-X1046,NOS,NOS,Consumable,,5.95,
1145,C CLEATS,C-CLEATS-X1047,MTR,Length (1.2 MTR),Accessory ,,1.49,x
1146,FIRE RATED SEALANT - MUAYED,SEALANT-FR-MUAYED-X1048,NOS,NOS,Consumable,,20.02,
1147,40MM FLANGES,FL-40MM-X1049,MTR,Length (5 MTR),Accessory ,,3.81,
1148,"CUTTER WHEEL 14""",CUTTER-14-X1050,NOS,NOS,Consumable,,11.16,
1149,40MM CORNER,CR-40MM-X1051,NOS,BOX (200 NOS),Accessory ,,0.86,
1150,GALVANIZED ANGLE 40/40,ANGLE-40x40-X1052,NOS,Length (5 MTR),Accessory,,62.21,
1151,S CLEATS,S-CLEATS-X1053,MTR,Length (1.2 MTR),Accessory ,,1.8,x
1152,30MM CORNER,CR-30MM-X1054,NOS,BOX (200 NOS),Accessory ,,0.24,
1153,0.60MM JSW COIL (Z275),JSW-0.60MM-X1055,KG,TON,Raw-Material,INDIA,3.91,
1154,S CLEATS,S-CLEATS-X1056,MTR,Length (1.2 MTR),Accessory ,,1.77,x
1155,TIE ROD CONNECTOR 10 MM,TR-CON-10MM-X1057,NOS,NOS,Accessory,,0.46,
1156,30MM FLANGES,FL-30MM-X1058,MTR,Length (5 MTR),Accessory ,,2.22,
1157,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X1059,KG,TON ,Raw-Material,UAE,3.17,
1158,WELDING ROD 4MM,WELD-4MM-X1060,BOX,BOX,Consumable,,39.67,
1159,30MM FLANGES,FL-30MM-X1061,MTR,Length (5 MTR),Accessory ,,2.21,
1160,ALUM SPRAY PAINT,CONS-PAINT-AL-X1062,NOS,NOS,Consumable,,4.97,
1161,GOOGLES,SAFETY-GOGGLES-X1063,NOS,NOS,SAFETY-ITEM,,5,
1162,CARBON (MITERSAW),CARBON-MITER-X1064,NOS,NOS,Consumable,,5.08,
1163,COPPER (SPOT WELDING TIP),COPPER-WELD-TIP-X1065,PCS,PCS,Consumable,,30.45,
1164,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X1066,KG,TON,Raw-Material,UAE,3.13,
1165,40MM G CLAMPS,GC-40MM-X1067,NOS,BOX (200 NOS),Accessory ,,0.28,
1166,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X1068,BX,BX,Accessory,,25.95,
1167,0.70MM AGIS COIL (Z275),AGIS-0.70MM-X1069,KG,TON,Raw-Material,UAE,3.15,
1168,0.70MM JSW COIL (Z275),JSW-0.70MM-X1070,KG,TON,Raw-Material,INDIA,3.92,
1169,DRILL BIT 3.5 MM,DRILL-3.5MM-X1071,NOS,NOS,Consumable,,2.54,
1170,"GRINDING WHEEL 4.5""",GRIND-4.5-X1072,NOS,NOS,Consumable,,1.02,
1171,VCD 400X200 S&C,VCD-400x200-X1073,NOS,NOS,Accessory,,34.46,
1172,VCD 250X150 S&C,VCD-250x150-X1074,NOS,NOS,Accessory,,24.24,
1173,PIANO HINGES,HINGE-PIANO-X1075,NOS,NOS,Accessory,,20.17,
1174,"5"" RING",RING-5-X1076,NOS,NOS,Accessory,,1.55,
1175,CARBON PLAIN,CARBON-PLAIN-X1077,NOS,NOS,Consumable,,5.02,
1176,CARBON 325,CARBON-325-X1078,NOS,NOS,Consumable,,9.99,
1177,GALVANIZED ANGLE 40/40,ANGLE-40x40-X1079,NOS,Length (5 MTR),Accessory,,63.01,
1178,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X1080,NOS,NOS,Consumable,,14.8,
1179,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X1081,BX,BX,Accessory,,25.73,
1180,40MM G CLAMPS,GC-40MM-X1082,NOS,BOX (200 NOS),Accessory ,,0.28,
1181,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X1083,NOS,NOS,Consumable,,2.98,
1182,MAKITA MACHINE SPARE PARTS,MAKITA-SPARES-X1084,SET,SET,Tool,,37.75,
1183,"GRINDING WHEEL 4.5""",GRIND-4.5-X1085,NOS,NOS,Consumable,,1,
1184,20MM FLANGES,FL-20MM-X1086,MTR,Length (5 MTR),Accessory ,,1.41,
1185,WELDING ROD 4MM,WELD-4MM-X1087,BOX,BOX,Consumable,,39.46,
1186,GREASE 1 KG,CONS-GREASE-1KG-X1088,KG,KG,Consumable,,14.96,
1187,0.56MM JSW COIL (Z275),JSW-0.56MM-X1089,KG,TON ,Raw-Material,INDIA,3.81,
1188,CARBON 325,CARBON-325-X1090,NOS,NOS,Consumable,,10.19,
1189,GREASE 1 KG,CONS-GREASE-1KG-X1091,KG,KG,Consumable,,15,
1190,VCD 300X200 S&C,VCD-300x200-X1092,NOS,NOS,Accessory,,30.12,
1191,C PATTI SHEET,C-PATTI-SHEET-X1093,NOS,NOS,Accessory,,0.92,
1192,C CLEATS,C-CLEATS-X1094,MTR,Length (1.2 MTR),Accessory ,,1.48,x
1193,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X1095,KG,TON,Raw-Material,UAE,3.2,
1194,CARBON 325,CARBON-325-X1096,NOS,NOS,Consumable,,9.95,
1195,NOZZLE PLASMA,NOZZLE-P-X1097,NOS,NOS,Consumable,,9.1,
1196,"GRINDING WHEEL 4.5""",GRIND-4.5-X1098,NOS,NOS,Consumable,,1,
1197,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X1099,NOS,NOS,Consumable,,6.06,
1198,DRILL BIT 10 MM,DRILL-10MM-X1100,NOS,NOS,Consumable,,5.93,
1199,30MM CORNER,CR-30MM-X1101,NOS,BOX (200 NOS),Accessory ,,0.24,
1200,"GI ROUND VCD - 10""",VCD-GI-10-X1102,NOS,NOS,Accessory,,12.41,
1201,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X1103,NOS,NOS,Consumable,,15.13,
1202,0.90MM JSW COIL (Z275),JSW-0.90MM-X1104,KG,TON,Raw-Material,INDIA,3.93,
1203,CARBON PLAIN,CARBON-PLAIN-X1105,NOS,NOS,Consumable,,4.94,
1204,20MM CORNER,CR-20MM-X1106,NOS,BOX (200 NOS),Accessory ,,0.28,
1205,HAMMER 200,HAMMER-200-X1107,NOS,NOS,Tool,,15.06,
1206,WELDING ROD 2.6MM GREEN,WELD-2.6MM-X1108,BOX,BOX,Consumable,,47.95,
1207,HAMMER 200,HAMMER-200-X1109,NOS,NOS,Tool,,15.25,
1208,1.00MM AGIS COIL (Z275),AGIS-1.00MM-X1110,KG,TON,Raw-Material,UAE,3.11,
1209,WELDING ROD 4MM,WELD-4MM-X1111,BOX,BOX,Consumable,,40.09,
1210,C PATTI SHEET,C-PATTI-SHEET-X1112,NOS,NOS,Accessory,,0.88,
1211,EARPLUG,EARPLUG-X1113,NOS,NOS,SAFETY-ITEM,,0.6,
1212,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X1114,KG,TON,Raw-Material,UAE,3.24,
1213,ELECTRODE PLASMA,ELECTRODE-P-X1115,NOS,NOS,Consumable,,9.03,
1214,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1116,NOS,Length (5 MTR),Accessory,,33.4,
1215,DRILL BIT 3.5 MM,DRILL-3.5MM-X1117,NOS,NOS,Consumable,,2.51,
1216,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1118,NOS,Length (6 MTR),Raw-Material,,48.39,
1217,0.60MM JSW COIL (Z275),JSW-0.60MM-X1119,KG,TON,Raw-Material,INDIA,3.82,
1218,CARBON (MITERSAW),CARBON-MITER-X1120,NOS,NOS,Consumable,,4.93,
1219,0.70MM AGIS COIL (Z275),AGIS-0.70MM-X1121,KG,TON,Raw-Material,UAE,3.18,
1220,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1122,NOS,Length (6 MTR),Raw-Material,,48.45,
1221,0.80MM JSW COIL (Z275),JSW-0.80MM-X1123,KG,TON,Raw-Material,INDIA,3.86,
1222,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X1124,KG,TON,Raw-Material,UAE,3.06,
1223,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1125,NOS,Length (6 MTR),Raw-Material,,48.59,
1224,FIRE RATED GASKET,GASKET-FR-X1126,NOS,NOS,Accessory,,44.42,
1225,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X1127,NOS,NOS,Consumable,,14.95,
1226,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X1128,NOS,Length (5 MTR),Accessory,,26.38,
1227,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1129,NOS,Length (5 MTR),Accessory,,32.61,
1228,EARPLUG,EARPLUG-X1130,NOS,NOS,SAFETY-ITEM,,0.6,
1229,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1131,NOS,Length (5 MTR),Accessory,,33.6,
1230,"10"" RING",RING-10-X1132,NOS,NOS,Accessory,,2.5,
1231,40MM CORNER,CR-40MM-X1133,NOS,BOX (200 NOS),Accessory ,,0.86,
1232,"4"" RING",RING-4-X1134,NOS,NOS,Accessory,,1.32,
1233,20MM JOINT CLEAT,JC-20MM-X1135,MTR,Length (2 MTR),Accessory ,,1.55,
1234,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1136,NOS,Length (5 MTR),Accessory,,33.49,
1235,C PATTI SHEET,C-PATTI-SHEET-X1137,NOS,NOS,Accessory,,0.89,
1236,WELDING ROD 2.6MM GREEN,WELD-2.6MM-X1138,BOX,BOX,Consumable,,48.2,
1237,GREASE 1 KG,CONS-GREASE-1KG-X1139,KG,KG,Consumable,,14.73,
1238,0.70MM AGIS COIL (Z275),AGIS-0.70MM-X1140,KG,TON,Raw-Material,UAE,3.11,
1239,1.20MM JSW COIL (Z275),JSW-1.20MM-X1141,KG,TON,Raw-Material,INDIA,3.86,
1240,"CUTTER WHEEL 14""",CUTTER-14-X1142,NOS,NOS,Consumable,,10.83,
1241,VCD 400X200 S&C,VCD-400x200-X1143,NOS,NOS,Accessory,,34.65,
1242,1.00MM JSW COIL (Z275),JSW-1.00MM-X1144,KG,TON,Raw-Material,INDIA,3.87,
1243,DRILL BIT 4 MM,DRILL-4MM-X1145,NOS,NOS,Consumable,,2.5,
1244,1.20MM JSW COIL (Z275),JSW-1.20MM-X1146,KG,TON,Raw-Material,INDIA,3.84,
1245,DRILL BIT 3.5 MM,DRILL-3.5MM-X1147,NOS,NOS,Consumable,,2.46,
1246,FUSE,FUSE-X1148,NOS,NOS,Consumable,,1.01,
1247,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1149,NOS,Length (6 MTR),Raw-Material,,48.9,
1248,1.00MM JSW COIL (Z275),JSW-1.00MM-X1150,KG,TON,Raw-Material,INDIA,3.86,
1249,"BRUSH 2""",BRUSH-2-X1151,NOS,NOS,Consumable,,2.01,
1250,"CUTTER WHEEL 14""",CUTTER-14-X1152,NOS,NOS,Consumable,,10.87,
1251,"6"" RING",RING-6-X1153,NOS,NOS,Accessory,,1.93,
1252,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X1154,LITER,18 LITRE,Consumable,,7.36,
1253,FIRE RATED GASKET,GASKET-FR-X1155,NOS,NOS,Accessory,,45.38,
1254,S CLEATS,S-CLEATS-X1156,MTR,Length (1.2 MTR),Accessory ,,1.82,x
1255,30MM CORNER,CR-30MM-X1157,NOS,BOX (200 NOS),Accessory ,,0.24,
1256,DAMPER SPLIT,DAMPER-SPLIT-X1158,NOS,NOS,Accessory,,5.41,
1257,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1159,NOS,Length (6 MTR),Raw-Material,,47.22,
1258,DRILL BIT 3.5 MM,DRILL-3.5MM-X1160,NOS,NOS,Consumable,,2.48,
1259,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X1161,KG,TON ,Raw-Material,UAE,3.25,
1260,NOZZLE LASER,NOZZLE-L-X1162,NOS,NOS,Consumable,,9.11,
1261,GI NUT 10 MM,GI-NUT-10MM-X1163,KG,KG,Accessory,,7.04,
1262,STANLEY CUTTER,STANLEY-CUTTER-X1164,NOS,NOS,Tool,,34.42,
1263,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X1165,NOS,Length (5 MTR),Accessory,,60.79,
1264,"BRUSH 1""",BRUSH-1-X1166,NOS,NOS,Consumable,,1.77,
1265,0.70MM AGIS COIL (Z275),AGIS-0.70MM-X1167,KG,TON,Raw-Material,UAE,3.16,
1266,1.20MM JSW COIL (Z275),JSW-1.20MM-X1168,KG,TON,Raw-Material,INDIA,3.91,
1267,30MM JOINT CLEAT,JC-30MM-X1169,MTR,Length (2 MTR),Accessory ,,1.57,
1268,30MM CORNER,CR-30MM-X1170,NOS,BOX (200 NOS),Accessory ,,0.24,
1269,1.20MM JSW COIL (Z275),JSW-1.20MM-X1171,KG,TON,Raw-Material,INDIA,3.81,
1270,GI NUT 10 MM,GI-NUT-10MM-X1172,KG,KG,Accessory,,6.89,
1271,"6"" RING",RING-6-X1173,NOS,NOS,Accessory,,1.98,
1272,MAKITA MACHINE SPARE PARTS,MAKITA-SPARES-X1174,SET,SET,Tool,,37.8,
1273,TIE ROD (NOS) 10 MM,TR-10MM-X1175,NOS,1.5MTR,Accessory,,4.28,
1274,30MM FLANGES,FL-30MM-X1176,MTR,Length (5 MTR),Accessory ,,2.27,
1275,1.00MM JSW COIL (Z275),JSW-1.00MM-X1177,KG,TON,Raw-Material,INDIA,3.86,
1276,VCD 250X150 S&C,VCD-250x150-X1178,NOS,NOS,Accessory,,24.42,
1277,DRILL BIT 4 MM,DRILL-4MM-X1179,NOS,NOS,Consumable,,2.45,
1278,DRILL BIT 4 MM,DRILL-4MM-X1180,NOS,NOS,Consumable,,2.47,
1279,0.90MM JSW COIL (Z275),JSW-0.90MM-X1181,KG,TON,Raw-Material,INDIA,3.82,
1280,TIE ROD CONNECTOR 8 MM,TR-CON-8MM-X1182,NOS,NOS,Accessory,,0.44,
1281,1.00MM JSW COIL (Z275),JSW-1.00MM-X1183,KG,TON,Raw-Material,INDIA,3.8,
1282,"5"" RING",RING-5-X1184,NOS,NOS,Accessory,,1.55,
1283,1.20MM AGIS COIL (Z275),AGIS-1.20MM-X1185,KG,TON,Raw-Material,UAE,3.03,
1284,C CLEATS,C-CLEATS-X1186,MTR,Length (1.2 MTR),Accessory ,,1.47,x
1285,DAMPER SPLIT,DAMPER-SPLIT-X1187,NOS,NOS,Accessory,,5.42,
1286,DRILL BIT 3.5 MM,DRILL-3.5MM-X1188,NOS,NOS,Consumable,,2.55,
1287,40MM CORNER,CR-40MM-X1189,NOS,BOX (200 NOS),Accessory ,,0.87,
1288,C PATTI SHEET,C-PATTI-SHEET-X1190,NOS,NOS,Accessory,,0.89,
1289,0.60MM JSW COIL (Z275),JSW-0.60MM-X1191,KG,TON,Raw-Material,INDIA,3.85,
1290,GI NUT 10 MM,GI-NUT-10MM-X1192,KG,KG,Accessory,,7.05,
1291,WOODEN HAMMER,HAMMER-WOOD-X1193,NOS,NOS,Tool,,10.97,
1292,TIE ROD (NOS) 8 MM,TR-8MM-X1194,NOS,1.5MTR,Accessory,,3.51,
1293,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X1195,KG,TON ,Raw-Material,UAE,3.23,
1294,WOODEN HAMMER,HAMMER-WOOD-X1196,NOS,NOS,Tool,,11.07,
1295,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X1197,KG,TON ,Raw-Material,UAE,3.2,
1296,CARBON PLAIN,CARBON-PLAIN-X1198,NOS,NOS,Consumable,,5.05,
1297,"GI ROUND VCD - 4""",VCD-GI-4-X1199,NOS,NOS,Accessory,,9.98,
1298,HAMMER 200,HAMMER-200-X1200,NOS,NOS,Tool,,15.21,
1299,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1201,NOS,Length (6 MTR),Raw-Material,,47.73,
1300,CARBON 325,CARBON-325-X1202,NOS,NOS,Consumable,,9.88,
1301,TIE ROD CONNECTOR 8 MM,TR-CON-8MM-X1203,NOS,NOS,Accessory,,0.45,
1302,MAKITA MACHINE SPARE PARTS,MAKITA-SPARES-X1204,SET,SET,Tool,,37.17,
1303,"6"" RING",RING-6-X1205,NOS,NOS,Accessory,,1.96,
1304,30MM CORNER,CR-30MM-X1206,NOS,BOX (200 NOS),Accessory ,,0.24,
1305,DRILL BIT 10 MM,DRILL-10MM-X1207,NOS,NOS,Consumable,,5.98,
1306,C PATTI SHEET,C-PATTI-SHEET-X1208,NOS,NOS,Accessory,,0.89,
1307,HAND GLOVES,CONS-HAND-GLOVES-X1209,DZN,DZN,SAFETY-ITEM,,12.87,
1308,NOZZLE LASER,NOZZLE-L-X1210,NOS,NOS,Consumable,,9.15,
1309,40MM G CLAMPS,GC-40MM-X1211,NOS,BOX (200 NOS),Accessory ,,0.29,
1310,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1212,NOS,Length (5 MTR),Accessory,,33.34,
1311,1.20MM JSW COIL (Z275),JSW-1.20MM-X1213,KG,TON,Raw-Material,INDIA,3.91,
1312,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X1214,NOS,NOS,Consumable,,14.83,
1313,WELDING ROD 4MM,WELD-4MM-X1215,BOX,BOX,Consumable,,39.21,
1314,WELDING ROD 3.2MM,WELD-3.2MM-X1216,BOX,BOX,Consumable,,44.7,
1315,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X1217,LITER,18 LITRE,Consumable,,7.41,
1316,C CLEATS,C-CLEATS-X1218,MTR,Length (1.2 MTR),Accessory ,,1.45,x
1317,0.60MM JSW COIL (Z275),JSW-0.60MM-X1219,KG,TON,Raw-Material,INDIA,3.92,
1318,20MM FLANGES,FL-20MM-X1220,MTR,Length (5 MTR),Accessory ,,1.37,
1319,TIE ROD (NOS) 8 MM,TR-8MM-X1221,NOS,1.5MTR,Accessory,,3.48,
1320,0.55MM JSW COIL (Z275),JSW-0.55MM-X1222,KG,TON ,Raw-Material,INDIA,3.78,
1321,WOODEN HAMMER,HAMMER-WOOD-X1223,NOS,NOS,Tool,,11.09,
1322,DRILL BIT 4 MM,DRILL-4MM-X1224,NOS,NOS,Consumable,,2.5,
1323,THINNER,THINNER-X1225,LITER,LITER,Consumable,,8.49,
1324,"1"" DIA GI PIPE",GI-PIPE-1-X1226,NOS,NOS,Raw-Material,,79.26,
1325,FUSE,FUSE-X1227,NOS,NOS,Consumable,,0.98,
1326,20MM FLANGES,FL-20MM-X1228,MTR,Length (5 MTR),Accessory ,,1.42,
1327,CARBON (MITERSAW),CARBON-MITER-X1229,NOS,NOS,Consumable,,4.96,
1328,THINNER,THINNER-X1230,LITER,LITER,Consumable,,8.47,
1329,"BRUSH 2""",BRUSH-2-X1231,NOS,NOS,Consumable,,2.03,
1330,WELDING ROD 4MM,WELD-4MM-X1232,BOX,BOX,Consumable,,40.07,
1331,0.70MM AGIS COIL (Z275),AGIS-0.70MM-X1233,KG,TON,Raw-Material,UAE,3.18,
1332,0.55MM JSW COIL (Z275),JSW-0.55MM-X1234,KG,TON ,Raw-Material,INDIA,3.83,
1333,GI NUT 10 MM,GI-NUT-10MM-X1235,KG,KG,Accessory,,7.04,
1334,COPPER (SPOT WELDING TIP),COPPER-WELD-TIP-X1236,PCS,PCS,Consumable,,29.76,
1335,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X1237,NOS,Length (5 MTR),Accessory,,26.1,
1336,40MM G CLAMPS,GC-40MM-X1238,NOS,BOX (200 NOS),Accessory ,,0.28,
1337,DAMPER SPLIT,DAMPER-SPLIT-X1239,NOS,NOS,Accessory,,5.48,
1338,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X1240,NOS,Length (5 MTR),Accessory,,60.36,
1339,FUSE,FUSE-X1241,NOS,NOS,Consumable,,1.02,
1340,0.90MM JSW COIL (Z275),JSW-0.90MM-X1242,KG,TON,Raw-Material,INDIA,3.85,
1341,WELDING ROD 3.2MM,WELD-3.2MM-X1243,BOX,BOX,Consumable,,45.18,
1342,"GRINDING WHEEL 4.5""",GRIND-4.5-X1244,NOS,NOS,Consumable,,1,
1343,CARBON (MITERSAW),CARBON-MITER-X1245,NOS,NOS,Consumable,,5.08,
1344,0.80MM JSW COIL (Z275),JSW-0.80MM-X1246,KG,TON,Raw-Material,INDIA,3.85,
1345,WOODEN HAMMER,HAMMER-WOOD-X1247,NOS,NOS,Tool,,11.2,
1346,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X1248,BX,BX,Accessory,,26.32,
1347,DRILL BIT 3.5 MM,DRILL-3.5MM-X1249,NOS,NOS,Consumable,,2.54,
1348,30MM FLANGES,FL-30MM-X1250,MTR,Length (5 MTR),Accessory ,,2.25,
1349,20MM JOINT CLEAT,JC-20MM-X1251,MTR,Length (2 MTR),Accessory ,,1.54,
1350,"GI ROUND VCD - 4""",VCD-GI-4-X1252,NOS,NOS,Accessory,,9.87,
1351,WASTE CLOTH,CONS-WASTE-CLOTH-X1253,PKT,PKT,Consumable,,15.11,
1352,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X1254,NOS,NOS,Consumable,,2.95,
1353,WASTE CLOTH,CONS-WASTE-CLOTH-X1255,PKT,PKT,Consumable,,15.05,
1354,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X1256,KG,TON,Raw-Material,UAE,3.09,
1355,TIE ROD CONNECTOR 8 MM,TR-CON-8MM-X1257,NOS,NOS,Accessory,,0.44,
1356,CARBON 203,CARBON-203-X1258,NOS,NOS,Consumable,,12.18,
1357,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1259,NOS,Length (5 MTR),Accessory,,32.7,
1358,THINNER,THINNER-X1260,LITER,LITER,Consumable,,8.49,
1359,0.70MM JSW COIL (Z275),JSW-0.70MM-X1261,KG,TON,Raw-Material,INDIA,3.82,
1360,0.80MM JSW COIL (Z275),JSW-0.80MM-X1262,KG,TON,Raw-Material,INDIA,3.84,
1361,GI ACCESS DOOR HANDLE,GI-DOOR-HANDLE-X1263,NOS,NOS,Accessory,,0.45,
1362,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X1264,NOS,Length (5 MTR),Accessory,,62.1,
1363,"10"" RING",RING-10-X1265,NOS,NOS,Accessory,,2.49,
1364,STANLEY CUTTER,STANLEY-CUTTER-X1266,NOS,NOS,Tool,,35.45,
1365,"CUTTER WHEEL 14""",CUTTER-14-X1267,NOS,NOS,Consumable,,11.12,
1366,PIANO HINGES,HINGE-PIANO-X1268,NOS,NOS,Accessory,,19.85,
1367,1.20MM JSW COIL (Z275),JSW-1.20MM-X1269,KG,TON,Raw-Material,INDIA,3.87,
1368,CARBON (MITERSAW),CARBON-MITER-X1270,NOS,NOS,Consumable,,5.04,
1369,0.56MM JSW COIL (Z275),JSW-0.56MM-X1271,KG,TON ,Raw-Material,INDIA,3.8,
1370,0.90MM JSW COIL (Z275),JSW-0.90MM-X1272,KG,TON,Raw-Material,INDIA,3.92,
1371,1.10MM JSW COIL (Z275),JSW-1.10MM-X1273,KG,TON,Raw-Material,INDIA,3.78,
1372,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X1274,NOS,NOS,Consumable,,5.89,
1373,PIANO HINGES,HINGE-PIANO-X1275,NOS,NOS,Accessory,,20.04,
1374,GI ACCESS DOOR HANDLE,GI-DOOR-HANDLE-X1276,NOS,NOS,Accessory,,0.45,
1375,SWIRL RING,SWIRL-RING-X1277,NOS,NOS,Consumable,,120.25,
1376,ALUM SPRAY PAINT,CONS-PAINT-AL-X1278,NOS,NOS,Consumable,,4.96,
1377,PIANO HINGES,HINGE-PIANO-X1279,NOS,NOS,Accessory,,20.31,
1378,1.20MM AGIS COIL (Z275),AGIS-1.20MM-X1280,KG,TON,Raw-Material,UAE,3.04,
1379,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X1281,LITER,18 LITRE,Consumable,,7.38,
1380,HAND GLOVES,CONS-HAND-GLOVES-X1282,DZN,DZN,SAFETY-ITEM,,12.88,
1381,CARBON (MITERSAW),CARBON-MITER-X1283,NOS,NOS,Consumable,,4.93,
1382,CARBON 51,CARBON-51-X1284,NOS,NOS,Consumable,,5.1,
1383,PIANO HINGES,HINGE-PIANO-X1285,NOS,NOS,Accessory,,20.21,
1384,GI ACCESS DOOR HANDLE,GI-DOOR-HANDLE-X1286,NOS,NOS,Accessory,,0.45,
1385,20MM FLANGES,FL-20MM-X1287,MTR,Length (5 MTR),Accessory ,,1.37,
1386,VCD 350X200 S&C,VCD-350x200-X1288,NOS,NOS,Accessory,,32.27,
1387,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X1289,KG,TON ,Raw-Material,UAE,3.26,
1388,VCD 400X200 S&C,VCD-400x200-X1290,NOS,NOS,Accessory,,34,
1389,"1"" DIA GI PIPE",GI-PIPE-1-X1291,NOS,NOS,Raw-Material,,81.35,
1390,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1292,NOS,Length (5 MTR),Accessory,,32.91,
1391,"BRUSH 1""",BRUSH-1-X1293,NOS,NOS,Consumable,,1.81,
1392,"GI ROUND VCD - 10""",VCD-GI-10-X1294,NOS,NOS,Accessory,,12.28,
1393,CARBON PLAIN,CARBON-PLAIN-X1295,NOS,NOS,Consumable,,5.01,
1394,ELECTRODE PLASMA,ELECTRODE-P-X1296,NOS,NOS,Consumable,,8.9,
1395,NOZZLE PLASMA,NOZZLE-P-X1297,NOS,NOS,Consumable,,8.86,
1396,1.20MM JSW COIL (Z275),JSW-1.20MM-X1298,KG,TON,Raw-Material,INDIA,3.83,
1397,PIANO HINGES,HINGE-PIANO-X1299,NOS,NOS,Accessory,,20.08,
1398,TIE ROD (NOS) 10 MM,TR-10MM-X1300,NOS,1.5MTR,Accessory,,4.41,
1399,VCD 300X200 S&C,VCD-300x200-X1301,NOS,NOS,Accessory,,29.8,
1400,NOZZLE PLASMA,NOZZLE-P-X1302,NOS,NOS,Consumable,,9.01,
1401,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X1303,KG,TON,Raw-Material,UAE,3.12,
1402,WELDING ROD 4MM,WELD-4MM-X1304,BOX,BOX,Consumable,,39.22,
1403,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X1305,KG,TON,Raw-Material,UAE,3.11,
1404,1.00MM AGIS COIL (Z275),AGIS-1.00MM-X1306,KG,TON,Raw-Material,UAE,3.11,
1405,20MM FLANGES,FL-20MM-X1307,MTR,Length (5 MTR),Accessory ,,1.37,
1406,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X1308,NOS,NOS,Consumable,,14.97,
1407,GI NUT 10 MM,GI-NUT-10MM-X1309,KG,KG,Accessory,,6.98,
1408,FIRE RATED GASKET,GASKET-FR-X1310,NOS,NOS,Accessory,,45.44,
1409,HAND GLOVES,CONS-HAND-GLOVES-X1311,DZN,DZN,SAFETY-ITEM,,12.9,
