SI.,Product Name,Item Code,UOM,Purchase UOM,Product Category,Origin Rule,Purchase Cost
955,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X899,NOS,NOS,Accessory ,,0.04
956,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X900,NOS,NOS,Accessory ,,49.97
957,VCD BLADE 200 MM,PI-VCD-200-MTR-X901,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.17
958,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X902,NOS,NOS,Accessory ,,0.04
959,VCD BLADE 200 MM,PI-VCD-200-MTR-X903,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.07
960,PVC U FLANGE,PI-PVC-UFL-X904,MTR,Length (5 MTR),Accessory ,,1.24
961,PVC U FLANGE,PI-PVC-UFL-X905,MTR,Length (5 MTR),Accessory ,,1.23
962,SEALANT PAL,PI-SEAL-PAL-X906,BOX,BOX(24 NOS),Accessory ,,70.41
963,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X907,BOX,BOX(24 NOS),Accessory ,,40.87
964,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X908,NOS,BOX (200 NOS),Accessory ,,0.12
965,SEALANT GUN,PI-SEAL-GUN-X909,NOS,NOS,Tool,,15.05
966,PVC H BAYONET,PI-PVC-HBAY-X910,MTR,Length (5 MTR),Accessory ,,0.55
967,PVC BUSH WITH OUT HOLE,PI-PVC-BUSH-NH-X911,NOS,NOS,Accessory ,,0.16
968,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X912,MTR,Length (5 MTR),Accessory ,,1.75
969,CUTTING KNIFE,PI-CUT-KNIFE-X913,NOS,NOS,Tool,,4.98
970,PVC BUSH WITH HOLE,PI-PVC-BUSH-X914,NOS,NOS,Accessory ,,0.16
971,PVC CORNER 30MM,PI-PVC-CR-30-X915,NOS,BOX (200 NOS),Accessory ,,0.94
972,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X916,MTR,Length (5 MTR),Accessory ,,1.78
973,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X917,MTR,Length (5 MTR),Accessory ,,1.73
974,Z LINK,PI-Z-LINK-X918,NOS,NOS,Accessory ,,1.68
975,BG PLATE WITH HOLE,PI-BG-PLATE-X919,NOS,NOS,Accessory ,,0.3
976,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X920,SQM,SQM,Raw-Material ,,26.39
977,GLUE STAR (15 LITRE),PI-GLUE-STAR-X921,DRUM,DRUM(15 LITRE),Accessory ,,94.99
978,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X922,BOX,BOX(18 NOS),Accessory ,,47.14
979,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X923,SQM,SQM,Raw-Material,,26.61
980,PVC FLANGE 20MM,PI-PVC-FL-20-X924,MTR,Length (5 MTR),Accessory ,,0.96
981,HANDLE SQUARE,PI-HANDLE-SQ-X925,NOS,NOS,Accessory ,,1.67
982,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X926,BOX,BOX(24 NOS),Accessory ,,59.42
983,GLUE STAR (15 LITRE),PI-GLUE-STAR-X927,DRUM,DRUM(15 LITRE),Accessory ,,97.29
984,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X928,BOX,BOX (400 PCS),Accessory ,,17.91
985,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X929,BOX,BOX (400 PCS),Accessory ,,18.08
986,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X930,MTR,Length (5 MTR),Accessory ,,2.8
987,SIDE LINK,PI-SIDE-LINK-X931,NOS,NOS,Accessory ,,0.75
988,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X932,NOS,BOX (200 NOS),Accessory ,,0.15
989,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X933,MTR,Length (5 MTR),Accessory ,,1.78
990,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X934,BOX,BOX (400 PCS),Accessory ,,18.09
991,MEASURING TAPE,PI-MEAS-TAPE-X935,NOS,NOS,Tool ,,4.03
992,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X936,MTR,Length (5 MTR),Accessory ,,2.23
993,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X937,SQM,SQM,Raw-Material,,29.33
994,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X938,SQM,SQM,Raw-Material,,29.52
995,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X939,BOX,BOX(24 NOS),Accessory ,,41.24
996,SPINDEL 12X125,PI-SPINDEL-12X125-X940,NOS,NOS,Accessory ,,1.19
997,SPINDEL 12X75,PI-SPINDEL-12X75-X941,NOS,NOS,Accessory ,,0.74
998,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X942,NOS,NOS,Accessory ,,49.16
999,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X943,BOX,BOX(24 NOS),Accessory ,,38.7
1000,VCD BLADE 200 MM,PI-VCD-200-MTR-X944,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.38
1001,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X945,NOS,BOX (200 NOS),Accessory ,,0.12
1002,SEALANT GUN,PI-SEAL-GUN-X946,NOS,NOS,Tool,,15.24
1003,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X947,MTR,Length (5 MTR),Accessory ,,2.54
1004,PVC CORNER 20MM,PI-PVC-CR-20-X948,NOS,BOX (200 NOS),Accessory ,,0.09
1005,CUTTING KNIFE,PI-CUT-KNIFE-X949,NOS,NOS,Tool,,5.06
1006,HANDLE SQUARE,PI-HANDLE-SQ-X950,NOS,NOS,Accessory ,,1.63
1007,CAM LOCK,PI-CAM-LOCK-X951,NOS,NOS,Accessory ,,0.92
1008,GLUE STAR (15 LITRE),PI-GLUE-STAR-X952,DRUM,DRUM(15 LITRE),Accessory ,,94.8
1009,CAM LOCK,PI-CAM-LOCK-X953,NOS,NOS,Accessory ,,0.89
1010,SIDE LINK,PI-SIDE-LINK-X954,NOS,NOS,Accessory ,,0.74
1011,GLUE STAR (15 LITRE),PI-GLUE-STAR-X955,DRUM,DRUM(15 LITRE),Accessory ,,95.71
1012,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X956,BOX,BOX(24 NOS),Accessory ,,41.66
1013,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X957,SQM,SQM,Raw-Material,,29.06
1014,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X958,BOX,BOX(24 NOS),Accessory ,,37.3
1015,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X959,BOX,BOX(18 NOS),Accessory ,,42.43
1016,CUTTING KNIFE,PI-CUT-KNIFE-X960,NOS,NOS,Tool,,5
1017,GLUE STAR (15 LITRE),PI-GLUE-STAR-X961,DRUM,DRUM(15 LITRE),Accessory ,,96.99
1018,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X962,BOX,BOX(400 PCS),Accessory ,,88.29
1019,CAM LOCK,PI-CAM-LOCK-X963,NOS,NOS,Accessory ,,0.91
1020,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X964,DRUM,DRUM(15 LITRE),Accessory ,,152.02
1021,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X965,NOS,NOS,Accessory ,,46.31
1022,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X966,BOX,BOX(24 NOS),Accessory ,,37.89
1023,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X967,SQM,SQM,Raw-Material,,28.42
1024,PROFILE GLUE,PI-PROFILE-GLUE-X968,NOS,NOS,Accessory ,,18.94
1025,CNC BLADE KINGSPAN,PI-CNC-BLADE-KING-2-X969,NOS,NOS,Accessory ,,126.79
1026,CUTTING KNIFE,PI-CUT-KNIFE-X970,NOS,NOS,Tool,,5.06
1027,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X971,BOX,BOX(24 NOS),Accessory ,,40.73
1028,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X972,MTR,Length (5 MTR),Accessory ,,2.22
1029,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X973,SQM,SQM,Raw-Material,,24.2
1030,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X974,MTR,Length (5 MTR),Accessory ,,1.8
1031,PVC U FLANGE,PI-PVC-UFL-X975,MTR,Length (5 MTR),Accessory ,,1.23
1032,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X976,BOX,BOX(400 PCS),Accessory ,,18.31
1033,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X977,BOX,BOX(24 NOS),Accessory ,,41.12
1034,PVC U FLANGE,PI-PVC-UFL-X978,MTR,Length (5 MTR),Accessory ,,1.23
1035,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X979,BOX,BOX(24 NOS),Accessory ,,41.29
1036,GI CORNER 20MM,PI-GI-CR-20-X980,NOS,BOX (200 NOS),Accessory ,,0.07
1037,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X981,NOS,NOS,Accessory ,,46.27
1038,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X982,MTR,Length (5 MTR),Accessory ,,2.19
1039,GLUE STAR (15 LITRE),PI-GLUE-STAR-X983,DRUM,DRUM(15 LITRE),Accessory ,,97.22
1040,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X984,MTR,Length (5 MTR),Accessory ,,2.26
1041,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X985,NOS,NOS,Accessory ,,0.04
1042,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X986,MTR,Length (5 MTR),Accessory ,,2.47
1043,PVC CORNER 30MM,PI-PVC-CR-30-X987,NOS,BOX (200 NOS),Accessory ,,0.92
1044,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X988,MTR,MTR(LENGTH 5 MTR),Accessory ,,6.11
1045,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X989,MTR,MTR(LENGTH 5 MTR),Accessory ,,5.9
1046,SPINDEL 12X125,PI-SPINDEL-12X125-X990,NOS,NOS,Accessory ,,1.22
1047,PVC CORNER 20MM,PI-PVC-CR-20-X991,NOS,BOX (200 NOS),Accessory ,,0.09
1048,CUTTING KNIFE,PI-CUT-KNIFE-X992,NOS,NOS,Tool,,5.02
1049,SPINDEL 12X75,PI-SPINDEL-12X75-X993,NOS,NOS,Accessory ,,0.74
1050,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X994,NOS,NOS,Accessory ,,50.8
1051,PROFILE GLUE,PI-PROFILE-GLUE-X995,NOS,NOS,Accessory ,,19.03
1052,SEALANT (DR FIX PIDILITE) GRAY,PI-SEAL-DRFIX-G-X996,BOX,BOX(24 NOS),Accessory ,,38.06
1053,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X997,SQM,SQM,Raw-Material,,26.38
1054,PVC CORNER 20MM,PI-PVC-CR-20-X998,NOS,BOX (200 NOS),Accessory ,,0.09
1055,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X999,BOX,BOX (400 PCS),Accessory ,,18.12
1056,SEALANT (DR FIX PIDILITE) GRAY,PI-SEAL-DRFIX-G-X1000,BOX,BOX(24 NOS),Accessory ,,38.15
1057,PVC FLANGE 20MM,PI-PVC-FL-20-X1001,MTR,Length (5 MTR),Accessory ,,0.95
1058,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1002,MTR,Length (5 MTR),Accessory ,,1.78
1059,BG PLATE WITH HOLE,PI-BG-PLATE-X1003,NOS,NOS,Accessory ,,0.3
1060,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1004,MTR,Length (5 MTR),Accessory ,,1.83
1061,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1005,BOX,BOX(400 PCS),Accessory ,,17.86
1062,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1006,BOX,BOX(24 NOS),Accessory ,,43.43
1063,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X1007,MTR,Length (5 MTR),Accessory ,,2.7
1064,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X1008,SQM,SQM,Raw-Material ,,25.57
1065,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X1009,MTR,Length (5 MTR),Accessory ,,2.72
1066,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X1010,BOX,BOX(18 NOS),Accessory ,,43.42
1067,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X1011,SQM,SQM,Raw-Material,,23.78
1068,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X1012,SQM,SQM,Raw-Material ,,26.47
1069,SIDE LINK,PI-SIDE-LINK-X1013,NOS,NOS,Accessory ,,0.75
1070,CUTTING KNIFE,PI-CUT-KNIFE-X1014,NOS,NOS,Tool,,5.02
1071,SEALANT PAL,PI-SEAL-PAL-X1015,BOX,BOX(24 NOS),Accessory ,,70.18
1072,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X1016,NOS,BOX (200 NOS),Accessory ,,0.12
1073,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1017,MTR,Length (5 MTR),Accessory ,,2.19
1074,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X1018,BOX,BOX(24 NOS),Accessory ,,40.91
1075,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X1019,BOX,BOX(18 NOS),Accessory ,,47.93
1076,CNC BLADE KINGSPAN,PI-CNC-BLADE-KING-2-X1020,NOS,NOS,Accessory ,,122.96
1077,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1021,NOS,NOS,Accessory ,,32.6
1078,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X1022,NOS,BOX (200 NOS),Accessory ,,0.12
1079,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1023,MTR,Length (5 MTR),Accessory ,,2.28
1080,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X1024,MTR,Length (5 MTR),Accessory ,,1.73
1081,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1025,MTR,Length (5 MTR),Accessory ,,2.19
1082,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X1026,NOS,NOS,Accessory ,,1.21
1083,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X1027,NOS,BOX (200 NOS),Accessory ,,0.15
1084,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1028,BOX,BOX(24 NOS),Accessory ,,59.85
1085,PVC BUSH WITH OUT HOLE,PI-PVC-BUSH-NH-X1029,NOS,NOS,Accessory ,,0.16
1086,GLUE STAR (15 LITRE),PI-GLUE-STAR-X1030,DRUM,DRUM(15 LITRE),Accessory ,,94.92
1087,Z LINK,PI-Z-LINK-X1031,NOS,NOS,Accessory ,,1.63
1088,SEALANT GUN,PI-SEAL-GUN-X1032,NOS,NOS,Tool,,15.26
1089,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1033,BOX,BOX(24 NOS),Accessory ,,61.05
1090,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1034,NOS,NOS,Accessory ,,0.16
1091,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X1035,BOX,BOX(18 NOS),Accessory ,,44.03
1092,PVC H BAYONET,PI-PVC-HBAY-X1036,MTR,Length (5 MTR),Accessory ,,0.56
1093,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1037,BOX,BOX(24 NOS),Accessory ,,60.15
1094,SPINDEL 12X75,PI-SPINDEL-12X75-X1038,NOS,NOS,Accessory ,,0.74
1095,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1039,NOS,NOS,Accessory ,,31.86
1096,SPINDEL 12X75,PI-SPINDEL-12X75-X1040,NOS,NOS,Accessory ,,0.74
1097,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1041,BOX,BOX(400 PCS),Accessory ,,17.87
1098,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X1042,SQM,SQM,Raw-Material,,29.31
1099,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X1043,MTR,MTR(LENGTH 5 MTR),Accessory ,,6.11
1100,SPINDEL 12X125,PI-SPINDEL-12X125-X1044,NOS,NOS,Accessory ,,1.2
1101,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X1045,BOX,BOX(24 NOS),Accessory ,,41.35
1102,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1046,BOX,BOX(24 NOS),Accessory ,,59.46
1103,VCD BLADE 150 MM,PI-VCD-150-MTR-X1047,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.91
1104,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X1048,MTR,Length (5 MTR),Accessory ,,1.75
1105,PVC FLANGE 20MM,PI-PVC-FL-20-X1049,MTR,Length (5 MTR),Accessory ,,0.96
1106,Z LINK,PI-Z-LINK-X1050,NOS,NOS,Accessory ,,1.67
1107,VCD BLADE 100 MM,PI-VCD-100-MTR-X1051,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.25
1108,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X1052,BOX,BOX(400 PCS),Accessory ,,86.9
1109,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1053,BOX,BOX(24 NOS),Accessory ,,38.09
1110,SPINDEL 12X75,PI-SPINDEL-12X75-X1054,NOS,NOS,Accessory ,,0.76
1111,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1055,BOX,BOX(400 PCS),Accessory ,,18.26
1112,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1056,NOS,NOS,Accessory ,,31.42
1113,SEALANT GUN,PI-SEAL-GUN-X1057,NOS,NOS,Tool,,15.18
1114,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1058,BOX,BOX(24 NOS),Accessory ,,59.46
1115,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X1059,BOX,BOX(18 NOS),Accessory ,,46.26
1116,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X1060,NOS,NOS,Accessory ,,49.59
1117,SEALANT GUN,PI-SEAL-GUN-X1061,NOS,NOS,Tool,,14.77
1118,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X1062,NOS,NOS,Accessory ,,46.76
1119,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1063,MTR,Length (5 MTR),Accessory ,,2.5
1120,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1064,NOS,NOS,Accessory ,,0.16
1121,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1065,BOX,BOX(24 NOS),Accessory ,,60.9
1122,SEALANT GUN,PI-SEAL-GUN-X1066,NOS,NOS,Tool,,15.15
1123,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1067,BOX,BOX(400 PCS),Accessory ,,17.71
1124,CUTTING KNIFE,PI-CUT-KNIFE-X1068,NOS,NOS,Tool,,4.99
1125,ALUMINIUM F. FLANGE 20MM,PI-ALU-FFL-20-X1069,MTR,Length (5 MTR),Accessory ,,2.28
1126,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X1070,MTR,Length (5 MTR),Accessory ,,2.8
1127,SPINDEL 12X75,PI-SPINDEL-12X75-X1071,NOS,NOS,Accessory ,,0.76
1128,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X1072,NOS,NOS,Accessory ,,50.83
1129,PVC BUSH WITH OUT HOLE,PI-PVC-BUSH-NH-X1073,NOS,NOS,Accessory ,,0.16
1130,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X1074,MTR,MTR(LENGTH 5 MTR),Accessory ,,6.06
1131,SPINDEL 12X75,PI-SPINDEL-12X75-X1075,NOS,NOS,Accessory ,,0.76
1132,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1076,NOS,NOS,Accessory ,,0.16
1133,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X1077,BOX,BOX(24 NOS),Accessory ,,41.13
1134,CAM LOCK,PI-CAM-LOCK-X1078,NOS,NOS,Accessory ,,0.9
1135,VCD BLADE 100 MM,PI-VCD-100-MTR-X1079,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.33
1136,CUTTING KNIFE,PI-CUT-KNIFE-X1080,NOS,NOS,Tool,,4.93
1137,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1081,BOX,BOX(24 NOS),Accessory ,,37.61
1138,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1082,BOX,BOX(24 NOS),Accessory ,,43.04
1139,PROFILE GLUE,PI-PROFILE-GLUE-X1083,NOS,NOS,Accessory ,,18.88
1140,VCD BLADE 200 MM,PI-VCD-200-MTR-X1084,MTR,MTR(LENGTH 6 MTR),Accessory ,,28.96
1141,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X1085,BOX,BOX(18 NOS),Accessory ,,46.89
1142,PVC U FLANGE,PI-PVC-UFL-X1086,MTR,Length (5 MTR),Accessory ,,1.27
1143,HANDLE SQUARE,PI-HANDLE-SQ-X1087,NOS,NOS,Accessory ,,1.63
1144,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X1088,BOX,BOX(24 NOS),Accessory ,,40.89
1145,HANDLE SQUARE,PI-HANDLE-SQ-X1089,NOS,NOS,Accessory ,,1.63
1146,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1090,NOS,NOS,Accessory ,,32.6
1147,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1091,BOX,BOX(24 NOS),Accessory ,,60.01
1148,MEASURING TAPE,PI-MEAS-TAPE-X1092,NOS,NOS,Tool ,,4.02
1149,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1093,BOX,BOX(24 NOS),Accessory ,,44.3
1150,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X1094,BOX,BOX(24 NOS),Accessory ,,41.31
1151,PVC CORNER 30MM,PI-PVC-CR-30-X1095,NOS,BOX (200 NOS),Accessory ,,0.93
1152,GI CORNER 20MM,PI-GI-CR-20-X1096,NOS,BOX (200 NOS),Accessory ,,0.07
1153,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1097,BOX,BOX(24 NOS),Accessory ,,43.98
1154,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1098,MTR,Length (5 MTR),Accessory ,,1.79
1155,PVC U FLANGE,PI-PVC-UFL-X1099,MTR,Length (5 MTR),Accessory ,,1.26
1156,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X1100,MTR,Length (5 MTR),Accessory ,,2.72
1157,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X1101,NOS,NOS,Accessory ,,1.18
1158,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1102,NOS,NOS,Accessory ,,0.16
1159,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X1103,BOX,BOX(24 NOS),Accessory ,,41.36
1160,SPINDEL 12X75,PI-SPINDEL-12X75-X1104,NOS,NOS,Accessory ,,0.76
1161,VCD BLADE 150 MM,PI-VCD-150-MTR-X1105,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.47
1162,SPINDEL 12X75,PI-SPINDEL-12X75-X1106,NOS,NOS,Accessory ,,0.76
1163,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1107,NOS,NOS,Accessory ,,32.13
1164,GLUE STAR (15 LITRE),PI-GLUE-STAR-X1108,DRUM,DRUM(15 LITRE),Accessory ,,95.39
1165,SPINDEL 12X75,PI-SPINDEL-12X75-X1109,NOS,NOS,Accessory ,,0.76
1166,PVC FLANGE 20MM,PI-PVC-FL-20-X1110,MTR,Length (5 MTR),Accessory ,,0.95
1167,BG PLATE WITH HOLE,PI-BG-PLATE-X1111,NOS,NOS,Accessory ,,0.3
1168,Z LINK,PI-Z-LINK-X1112,NOS,NOS,Accessory ,,1.62
1169,MEASURING TAPE,PI-MEAS-TAPE-X1113,NOS,NOS,Tool ,,4.02
1170,SEALANT PAL,PI-SEAL-PAL-X1114,BOX,BOX(24 NOS),Accessory ,,70.77
1171,CNC BLADE KINGSPAN,PI-CNC-BLADE-KING-2-X1115,NOS,NOS,Accessory ,,125.42
1172,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X1116,NOS,NOS,Accessory ,,1.21
1173,VCD BLADE 200 MM,PI-VCD-200-MTR-X1117,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.1
1174,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1118,MTR,Length (5 MTR),Accessory ,,2.27
1175,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X1119,BOX,BOX(400 PCS),Accessory ,,87.23
1176,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1120,BOX,BOX(24 NOS),Accessory ,,59.16
1177,GLUE STAR (15 LITRE),PI-GLUE-STAR-X1121,DRUM,DRUM(15 LITRE),Accessory ,,95.75
1178,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1122,BOX,BOX(400 PCS),Accessory ,,18.17
1179,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1123,NOS,NOS,Accessory ,,0.16
1180,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1124,MTR,Length (5 MTR),Accessory ,,2.22
1181,VCD BLADE 200 MM,PI-VCD-200-MTR-X1125,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.36
1182,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1126,DRUM,DRUM(15 LITRE),Accessory ,,148.06
1183,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X1127,NOS,NOS,Accessory ,,0.04
1184,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1128,NOS,NOS,Accessory ,,32.46
1185,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X1129,NOS,BOX (200 NOS),Accessory ,,0.12
1186,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1130,MTR,Length (5 MTR),Accessory ,,2.23
1187,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1131,MTR,Length (5 MTR),Accessory ,,2.29
1188,PROFILE GLUE,PI-PROFILE-GLUE-X1132,NOS,NOS,Accessory ,,19
